time(UTC),T2m,RH,G(h),Gb(n),Gd(h),IR(h),WS10m,WD10m,SP
20070426:2100,28.8,19.35,0.0,0.0,0.0,356.2,3.59,255.0,96583.0
20070426:2200,27.98,20.4,0.0,0.0,0.0,355.4,3.24,266.0,96583.0
20070426:2300,27.29,21.5,0.0,0.0,0.0,354.8,3.03,263.0,96593.0
20070427:0000,26.73,23.55,0.0,0.0,0.0,354.2,2.97,256.0,96650.0
20070427:0100,26.29,26.3,142.05,858.94,58.1,353.05,2.76,250.0,96698.0
20070427:0200,28.39,25.75,365.4,834.02,96.55,354.0,2.28,248.0,96775.0
20070427:0300,32.02,22.9,591.3,883.24,121.1,360.4,2.83,259.0,96804.0
20070427:0400,34.78,19.5,784.95,906.24,138.4,370.2,3.52,271.0,96842.0
20070427:0500,37.19,15.4,926.0,909.63,149.85,379.2,4.07,275.0,96842.0
20070427:0600,39.12,11.8,999.1,895.17,155.6,387.0,4.69,275.0,96804.0
20070427:0700,40.51,10.45,1002.85,869.16,155.9,395.85,4.62,268.0,96746.0
20070427:0800,41.16,9.35,934.55,827.33,150.6,398.25,4.34,265.0,96660.0
20070427:0900,41.36,8.95,800.3,765.24,139.55,398.85,4.21,260.0,96535.0
20070427:1000,41.28,8.8,611.7,671.48,122.95,397.25,4.14,255.0,96459.0
20070427:1100,40.88,8.85,388.0,524.88,99.3,395.05,4.07,250.0,96411.0
20070427:1200,40.13,9.15,162.35,290.88,62.85,391.85,3.93,242.0,96401.0
20070427:1300,38.33,10.4,14.3,35.55,10.1,386.8,3.1,227.0,96420.0
20070427:1400,35.33,12.3,0.0,0.0,0.0,380.4,3.52,217.0,96487.0
20070427:1500,33.71,13.4,0.0,0.0,0.0,374.4,3.79,214.0,96545.0
20070427:1600,32.63,14.1,0.0,0.0,0.0,369.4,3.93,217.0,96612.0
20070427:1700,31.71,14.7,0.0,0.0,0.0,365.0,4.0,221.0,96631.0
20070427:1800,30.85,15.35,0.0,0.0,0.0,360.4,3.86,225.0,96631.0
20070427:1900,30.19,17.15,0.0,0.0,0.0,360.0,3.72,223.0,96602.0
20070427:2000,29.39,18.2,0.0,0.0,0.0,356.8,3.59,225.0,96564.0
20070427:2100,28.66,19.75,0.0,0.0,0.0,353.6,3.66,226.0,96526.0
20070427:2200,27.93,21.85,0.0,0.0,0.0,350.2,3.66,226.0,96507.0
20070427:2300,27.26,23.95,0.0,0.0,0.0,347.2,3.66,227.0,96516.0
20070428:0000,26.59,25.55,0.0,0.0,0.0,344.2,3.59,229.0,96564.0
20070428:0100,26.07,26.75,146.15,862.33,59.25,343.05,3.24,232.0,96602.0
20070428:0200,27.92,24.95,370.05,839.53,97.15,345.8,2.83,238.0,96670.0
20070428:0300,31.07,23.5,594.95,885.42,121.5,354.8,3.59,243.0,96746.0
20070428:0400,33.79,22.4,786.95,906.2,138.6,365.2,3.86,246.0,96766.0
20070428:0500,36.29,19.45,926.35,908.17,149.9,377.2,4.14,250.0,96766.0
20070428:0600,38.16,15.55,994.5,889.57,155.0,387.8,4.07,250.0,96718.0
20070428:0700,39.39,14.2,996.85,862.58,155.25,402.45,3.79,241.0,96660.0
20070428:0800,40.04,12.3,928.8,821.04,149.9,406.05,3.59,237.0,96545.0
20070428:0900,40.32,11.45,795.65,759.42,139.1,405.45,3.59,235.0,96459.0
20070428:1000,40.3,11.0,609.4,667.35,122.9,402.45,3.45,234.0,96401.0
20070428:1100,39.93,10.85,387.75,523.48,99.15,399.05,3.38,234.0,96305.0
20070428:1200,39.27,10.8,163.0,290.33,63.25,394.45,3.17,231.0,96286.0
20070428:1300,37.69,11.7,14.85,37.1,10.4,387.8,2.48,216.0,96286.0
20070428:1400,34.83,13.45,0.0,0.0,0.0,378.6,2.97,202.0,96343.0
20070428:1500,32.76,14.75,0.0,0.0,0.0,371.4,2.9,198.0,96420.0
20070428:1600,31.32,15.6,0.0,0.0,0.0,366.2,2.83,200.0,96487.0
20070428:1700,30.17,16.25,0.0,0.0,0.0,361.8,3.03,209.0,96507.0
20070428:1800,29.4,16.75,0.0,0.0,0.0,359.0,3.38,217.0,96516.0
20070428:1900,29.03,17.9,0.0,0.0,0.0,355.0,3.38,228.0,96526.0
20070428:2000,28.37,19.85,0.0,0.0,0.0,352.6,3.38,233.0,96478.0
20070428:2100,27.81,21.65,0.0,0.0,0.0,350.4,3.52,236.0,96439.0
20070428:2200,27.42,22.85,0.0,0.0,0.0,348.6,3.66,236.0,96411.0
20070428:2300,26.98,23.9,0.0,0.0,0.0,348.6,3.52,235.0,96430.0
20070429:0000,26.34,25.7,0.0,0.0,0.0,349.8,3.24,232.0,96487.0
20070429:0100,25.91,27.9,147.0,843.44,59.5,350.25,3.03,225.0,96535.0
20070429:0200,27.84,27.35,369.2,830.33,97.1,353.6,3.03,219.0,96612.0
20070429:0300,30.63,26.55,592.15,877.08,121.15,361.4,4.0,224.0,96689.0
20070429:0400,33.07,25.0,783.15,898.86,138.3,371.4,4.07,229.0,96718.0
20070429:0500,35.49,21.5,922.8,902.53,149.7,382.2,3.79,232.0,96708.0
20070429:0600,37.67,16.85,990.85,884.57,154.85,391.8,3.59,235.0,96660.0
20070429:0700,39.19,19.0,952.65,815.36,156.15,408.85,3.03,236.0,96612.0
20070429:0800,40.1,15.6,920.35,808.9,152.1,411.05,2.97,237.0,96478.0
20070429:0900,40.67,13.6,794.65,759.02,137.65,411.85,2.9,239.0,96420.0
20070429:1000,40.75,13.0,599.55,642.22,130.65,411.25,2.76,240.0,96286.0
20070429:1100,40.43,12.85,377.95,500.91,101.15,410.05,2.55,238.0,96228.0
20070429:1200,39.92,12.75,157.95,272.55,63.9,404.85,2.41,227.0,96219.0
20070429:1300,38.41,14.05,14.65,34.5,10.45,402.05,2.34,205.0,96228.0
20070429:1400,35.47,16.15,0.0,0.0,0.0,395.25,3.17,199.0,96305.0
20070429:1500,33.71,17.6,0.0,0.0,0.0,387.85,3.31,204.0,96363.0
20070429:1600,32.63,19.5,0.0,0.0,0.0,382.4,3.38,208.0,96430.0
20070429:1700,31.71,21.95,0.0,0.0,0.0,380.2,3.24,210.0,96497.0
20070429:1800,30.82,24.25,0.0,0.0,0.0,376.2,3.31,211.0,96545.0
20070429:1900,30.43,24.65,0.0,0.0,0.0,371.4,3.45,224.0,96545.0
20070429:2000,29.75,25.75,0.0,0.0,0.0,369.6,3.45,226.0,96545.0
20070429:2100,29.02,26.45,0.0,0.0,0.0,366.4,3.31,226.0,96497.0
20070429:2200,28.32,26.8,0.0,0.0,0.0,362.2,3.38,224.0,96507.0
20070429:2300,27.62,27.35,0.0,0.0,0.0,359.4,3.24,228.0,96497.0
20070430:0000,26.9,28.85,0.0,0.0,0.0,357.4,2.9,234.0,96535.0
20070430:0100,26.37,31.1,148.9,833.18,60.05,355.65,2.48,235.0,96593.0
20070430:0200,28.58,29.5,371.55,829.93,97.45,357.8,2.0,233.0,96679.0
20070430:0300,32.13,26.65,595.45,878.66,121.65,365.4,2.55,237.0,96727.0
20070430:0400,34.87,24.3,786.7,900.82,138.75,375.8,3.03,241.0,96766.0
20070430:0500,37.27,21.15,925.05,903.08,150.05,386.8,3.24,246.0,96766.0
20070430:0600,39.24,17.9,988.2,881.06,154.35,397.85,3.17,249.0,96727.0
20070430:0700,40.62,15.45,918.3,754.85,180.05,410.65,2.28,245.0,96670.0
20070430:0800,41.3,12.7,896.15,768.05,165.9,415.65,1.93,239.0,96555.0
20070430:0900,41.85,10.9,785.4,731.29,151.65,415.05,1.72,231.0,96468.0
20070430:1000,41.94,10.0,580.1,622.92,124.6,413.85,1.52,232.0,96420.0
20070430:1100,41.64,9.8,388.15,521.79,99.15,413.65,1.31,231.0,96296.0
20070430:1200,41.16,9.85,142.15,215.82,67.35,406.25,1.38,223.0,96276.0
20070430:1300,39.79,10.3,14.45,29.14,10.85,404.05,2.48,200.0,96315.0
20070430:1400,36.62,12.45,0.0,0.0,0.0,394.25,3.45,201.0,96343.0
20070430:1500,35.26,13.95,0.0,0.0,0.0,392.05,4.0,214.0,96430.0
20070430:1600,30.45,19.63,0.0,0.0,0.0,367.95,4.46,229.0,96516.0
20070430:1700,30.6,19.91,0.0,0.0,0.0,368.57,4.35,238.0,96583.0
20070430:1800,30.75,20.19,0.0,0.0,0.0,369.18,4.24,245.0,96612.0
20070430:1900,30.9,20.48,0.0,0.0,0.0,369.79,4.14,239.0,96593.0
20070430:2000,31.05,20.76,0.0,0.0,0.0,370.4,4.03,247.0,96555.0
20070430:2100,31.19,21.04,0.0,0.0,0.0,371.02,3.92,256.0,96555.0
20070430:2200,31.34,21.33,0.0,0.0,0.0,371.63,3.81,258.0,96564.0
20070430:2300,31.49,21.61,0.0,0.0,0.0,372.24,3.7,258.0,96583.0
20110501:0000,31.64,21.89,0.0,0.0,0.0,372.85,3.59,247.0,96555.0
20110501:0100,31.79,22.17,148.15,815.78,58.85,373.47,3.48,256.0,96631.0
20110501:0200,31.94,22.46,369.75,824.31,95.45,374.08,3.37,265.0,96679.0
20110501:0300,32.09,22.74,591.3,869.72,120.45,374.69,3.27,278.0,96727.0
20110501:0400,32.24,23.02,780.95,892.59,137.3,375.3,3.16,287.0,96737.0
20110501:0500,32.39,23.31,917.65,893.93,149.15,375.92,3.05,285.0,96689.0
20110501:0600,32.54,23.59,983.15,873.81,155.05,376.53,2.94,275.0,96670.0
20110501:0700,32.69,23.87,959.2,807.47,168.6,377.14,2.83,264.0,96602.0
20110501:0800,38.83,14.55,840.5,696.37,177.7,410.65,4.0,253.0,96535.0
20110501:0900,39.15,13.4,640.4,501.77,205.05,412.85,4.83,247.0,96420.0
20110501:1000,38.92,13.05,514.7,495.27,152.0,418.25,5.38,244.0,96411.0
20110501:1100,38.51,13.15,359.05,447.02,110.9,409.65,5.59,242.0,96315.0
20110501:1200,37.82,13.5,145.15,231.84,64.45,402.65,5.31,241.0,96286.0
20110501:1300,36.31,15.5,15.5,37.9,10.75,400.65,3.79,236.0,96286.0
20110501:1400,33.67,18.5,0.0,0.0,0.0,385.6,3.38,230.0,96324.0
20110501:1500,32.07,20.55,0.0,0.0,0.0,380.4,3.38,231.0,96353.0
20110501:1600,30.93,22.0,0.0,0.0,0.0,375.4,3.45,231.0,96411.0
20110501:1700,30.08,23.25,0.0,0.0,0.0,372.6,3.52,231.0,96430.0
20110501:1800,29.5,24.65,0.0,0.0,0.0,380.8,3.31,228.0,96439.0
20110501:1900,29.13,26.5,0.0,0.0,0.0,377.6,3.24,228.0,96420.0
20110501:2000,28.58,28.5,0.0,0.0,0.0,378.2,3.31,222.0,96382.0
20110501:2100,28.08,30.55,0.0,0.0,0.0,381.2,3.24,219.0,96363.0
20110501:2200,27.48,32.85,0.0,0.0,0.0,377.4,3.24,218.0,96286.0
20110501:2300,27.03,34.95,0.0,0.0,0.0,376.2,3.24,219.0,96334.0
20110502:0000,26.64,37.4,0.0,0.0,0.0,374.4,3.38,222.0,96363.0
20110502:0100,26.54,40.25,147.75,777.48,60.5,373.05,3.38,226.0,96401.0
20110502:0200,28.29,39.95,364.35,795.09,97.85,375.0,3.72,227.0,96449.0
20110502:0300,30.45,39.5,583.4,849.1,121.95,382.0,4.83,231.0,96478.0
20110502:0400,32.57,35.95,771.75,874.79,139.4,390.0,4.83,234.0,96478.0
20110502:0500,34.68,30.5,896.25,864.89,151.45,399.65,4.69,237.0,96459.0
20110502:0600,36.42,24.25,933.95,807.19,168.0,409.25,4.28,244.0,96430.0
20110502:0700,37.59,21.35,969.5,808.75,176.8,422.65,3.72,252.0,96372.0
20110502:0800,38.44,18.8,835.0,701.11,167.0,418.85,3.38,255.0,96257.0
20110502:0900,38.74,17.75,763.4,709.13,147.45,420.05,3.38,258.0,96161.0
20110502:1000,39.0,17.0,538.3,559.38,128.05,419.45,3.52,258.0,96075.0
20110502:1100,38.77,16.8,363.6,469.91,102.15,429.85,3.59,259.0,95998.0
20110502:1200,38.34,16.9,135.05,211.82,61.0,421.25,3.72,256.0,95960.0
20110502:1300,36.92,18.65,14.8,27.92,11.25,412.65,2.97,232.0,95998.0
20110502:1400,34.46,21.6,0.0,0.0,0.0,406.45,3.45,214.0,96036.0
20110502:1500,33.1,23.3,0.0,0.0,0.0,398.45,3.93,213.0,96094.0
20110502:1600,32.44,24.9,0.0,0.0,0.0,402.25,4.41,217.0,96152.0
20110502:1700,31.74,27.55,0.0,0.0,0.0,391.45,4.76,220.0,96209.0
20110502:1800,31.15,30.05,0.0,0.0,0.0,392.4,4.62,221.0,96209.0
20110502:1900,30.53,32.75,0.0,0.0,0.0,388.2,4.14,219.0,96171.0
20110502:2000,29.96,34.45,0.0,0.0,0.0,385.4,4.28,219.0,96161.0
20110502:2100,29.49,35.4,0.0,0.0,0.0,382.8,4.83,223.0,96123.0
20110502:2200,29.11,35.85,0.0,0.0,0.0,380.2,4.9,232.0,96142.0
20110502:2300,28.55,38.85,0.0,0.0,0.0,378.8,4.55,236.0,96180.0
20110503:0000,27.79,44.25,0.0,0.0,0.0,377.8,4.34,234.0,96228.0
20110503:0100,27.27,48.95,149.65,771.08,61.05,376.65,4.21,230.0,96286.0
20110503:0200,28.16,48.35,365.35,792.07,98.0,378.4,4.76,228.0,96353.0
20110503:0300,29.73,44.2,583.2,845.51,122.0,384.0,5.1,231.0,96382.0
20110503:0400,31.76,38.65,773.75,878.49,137.25,391.2,4.97,233.0,96401.0
20110503:0500,34.01,32.4,907.85,881.23,147.75,400.45,4.9,236.0,96401.0
20110503:0600,36.04,27.2,981.15,874.61,150.2,408.25,5.17,238.0,96382.0
20110503:0700,37.8,22.9,804.4,629.15,187.1,415.05,5.17,238.0,96286.0
20110503:0800,38.23,20.9,763.8,590.96,200.2,432.65,4.69,237.0,96219.0
20110503:0900,38.66,18.45,664.5,575.35,164.2,427.65,4.14,232.0,96152.0
20110503:1000,38.72,17.65,535.6,543.59,136.35,428.45,4.07,228.0,96094.0
20110503:1100,38.58,17.25,308.35,336.87,120.5,428.45,4.34,226.0,95998.0
20110503:1200,37.37,16.35,138.75,210.2,64.95,420.85,4.41,223.0,95960.0
20110503:1300,36.3,18.15,14.35,23.65,11.3,415.45,3.52,221.0,96008.0
20110503:1400,34.34,21.4,0.0,0.0,0.0,411.25,3.86,218.0,96036.0
20110503:1500,33.08,24.6,0.0,0.0,0.0,401.25,4.07,216.0,96104.0
20110503:1600,32.18,27.35,0.0,0.0,0.0,398.25,4.14,217.0,96190.0
20110503:1700,31.3,29.55,0.0,0.0,0.0,390.85,4.07,216.0,96228.0
20110503:1800,30.52,31.05,0.0,0.0,0.0,389.4,4.07,213.0,96228.0
20110503:1900,30.26,31.55,0.0,0.0,0.0,384.6,4.48,221.0,96219.0
20110503:2000,29.8,32.7,0.0,0.0,0.0,384.0,4.69,226.0,96219.0
20110503:2100,29.3,35.8,0.0,0.0,0.0,384.0,4.76,231.0,96200.0
20110503:2200,28.69,41.3,0.0,0.0,0.0,384.4,4.69,234.0,96238.0
20110503:2300,27.96,47.7,0.0,0.0,0.0,384.0,4.48,234.0,96257.0
20110504:0000,27.15,54.05,0.0,0.0,0.0,381.4,4.48,231.0,96324.0
20110504:0100,26.54,59.65,150.25,752.25,61.85,379.25,4.55,228.0,96372.0
20110504:0200,27.04,61.35,365.45,782.94,99.4,379.6,5.52,228.0,96430.0
20110504:0300,28.41,57.1,583.85,840.51,123.75,382.0,5.79,227.0,96487.0
20110504:0400,30.34,48.65,772.3,869.99,140.55,387.2,5.72,226.0,96497.0
20110504:0500,32.44,39.2,909.95,877.84,151.6,393.45,5.59,226.0,96507.0
20110504:0600,34.3,31.55,983.4,869.43,156.4,399.45,5.24,227.0,96497.0
20110504:0700,36.12,26.95,979.25,837.4,156.8,408.85,5.17,226.0,96439.0
20110504:0800,37.16,23.0,923.5,810.74,149.55,414.85,5.17,227.0,96343.0
20110504:0900,37.79,20.8,767.6,714.82,145.35,413.65,4.97,230.0,96286.0
20110504:1000,37.84,20.1,603.55,655.32,121.55,412.65,4.83,234.0,96219.0
20110504:1100,37.63,20.3,386.95,514.34,99.5,409.65,4.76,237.0,96142.0
20110504:1200,36.94,21.45,166.55,290.14,64.25,406.65,4.69,238.0,96161.0
20110504:1300,35.74,23.8,17.65,42.83,12.05,402.85,3.79,232.0,96123.0
20110504:1400,33.61,27.65,0.0,0.0,0.0,398.65,3.24,219.0,96190.0
20110504:1500,32.14,30.8,0.0,0.0,0.0,395.0,3.1,211.0,96267.0
20110504:1600,31.18,33.15,0.0,0.0,0.0,393.25,3.24,207.0,96372.0
20110504:1700,30.42,35.2,0.0,0.0,0.0,391.2,3.31,204.0,96430.0
20110504:1800,29.72,37.0,0.0,0.0,0.0,387.8,3.45,205.0,96439.0
20110504:1900,29.65,37.75,0.0,0.0,0.0,386.8,3.66,211.0,96439.0
20110504:2000,29.23,38.5,0.0,0.0,0.0,385.2,3.86,216.0,96401.0
20110504:2100,28.86,39.25,0.0,0.0,0.0,384.0,4.21,223.0,96382.0
20110504:2200,28.45,42.4,0.0,0.0,0.0,384.8,4.34,228.0,96420.0
20110504:2300,27.88,48.35,0.0,0.0,0.0,385.8,4.0,227.0,96382.0
20110505:0000,27.23,54.65,0.0,0.0,0.0,385.0,3.86,224.0,96430.0
20110505:0100,26.81,59.75,151.75,743.86,62.45,383.85,3.86,222.0,96478.0
20110505:0200,27.47,60.8,366.95,781.26,99.75,384.0,4.83,225.0,96535.0
20110505:0300,28.87,55.75,584.75,838.56,124.15,387.0,4.9,226.0,96583.0
20110505:0400,30.78,47.65,772.25,867.24,141.15,392.25,4.76,224.0,96574.0
20110505:0500,32.8,39.1,909.65,875.73,152.0,398.85,4.76,221.0,96574.0
20110505:0600,34.64,31.8,987.3,873.55,155.45,404.65,4.62,217.0,96507.0
20110505:0700,35.49,27.8,994.4,852.17,156.65,407.45,4.48,215.0,96468.0
20110505:0800,36.46,24.3,921.3,806.75,150.45,411.25,4.41,217.0,96363.0
20110505:0900,37.05,22.45,789.1,744.88,140.0,411.05,4.34,224.0,96305.0
20110505:1000,37.21,22.0,604.6,653.65,123.15,411.25,4.28,231.0,96248.0
20110505:1100,36.96,22.75,386.85,512.22,99.95,410.05,4.28,237.0,96152.0
20110505:1200,36.42,24.1,167.6,289.47,65.1,407.85,4.21,238.0,96104.0
20110505:1300,35.48,25.7,18.2,43.38,12.45,405.25,3.45,233.0,96094.0
20110505:1400,33.46,29.0,0.0,0.0,0.0,401.45,2.55,208.0,96152.0
20110505:1500,31.97,31.6,0.0,0.0,0.0,396.65,2.62,187.0,96209.0
20110505:1600,30.96,33.3,0.0,0.0,0.0,392.6,2.9,184.0,96296.0
20110505:1700,30.24,34.15,0.0,0.0,0.0,387.8,3.24,189.0,96372.0
20110505:1800,29.67,34.9,0.0,0.0,0.0,382.6,3.45,195.0,96353.0
20110505:1900,29.27,35.6,0.0,0.0,0.0,377.0,3.59,209.0,96353.0
20110505:2000,28.65,36.6,0.0,0.0,0.0,370.8,3.59,216.0,96334.0
20110505:2100,28.11,36.3,0.0,0.0,0.0,366.0,3.93,222.0,96324.0
20110505:2200,27.66,34.15,0.0,0.0,0.0,363.0,4.14,229.0,96382.0
20110505:2300,27.0,33.75,0.0,0.0,0.0,361.4,3.86,230.0,96382.0
20110506:0000,26.18,36.45,0.0,0.0,0.0,359.8,3.59,227.0,96468.0
20110506:0100,25.68,40.4,158.7,780.34,63.1,357.45,3.52,225.0,96526.0
20110506:0200,26.78,43.15,376.85,805.78,99.55,359.6,4.14,227.0,96583.0
20110506:0300,28.31,43.95,594.6,854.52,123.7,366.2,4.55,234.0,96631.0
20110506:0400,30.41,39.25,780.7,877.81,140.6,375.0,4.28,239.0,96622.0
20110506:0500,32.76,32.65,916.55,883.15,151.4,385.8,4.21,241.0,96631.0
20110506:0600,34.92,26.4,988.0,871.83,156.9,394.65,4.21,242.0,96602.0
20110506:0700,35.7,23.65,991.6,848.6,156.6,400.85,3.59,256.0,96535.0
20110506:0800,36.72,20.7,888.0,765.67,155.75,403.85,3.38,256.0,96420.0
20110506:0900,37.23,18.9,784.65,729.15,148.6,409.85,3.03,254.0,96343.0
20110506:1000,37.51,17.55,614.25,665.21,123.6,402.05,2.76,252.0,96286.0
20110506:1100,37.47,16.65,396.75,528.65,100.0,399.05,2.69,249.0,96152.0
20110506:1200,36.95,16.35,175.0,306.25,66.1,393.6,3.03,246.0,96132.0
20110506:1300,35.69,17.15,19.45,48.0,13.0,386.6,2.69,241.0,96132.0
20110506:1400,33.02,19.45,0.0,0.0,0.0,379.0,3.1,234.0,96200.0
20110506:1500,31.38,20.65,0.0,0.0,0.0,373.4,3.24,234.0,96267.0
20110506:1600,30.24,22.05,0.0,0.0,0.0,369.8,3.24,241.0,96372.0
20110506:1700,29.4,23.8,0.0,0.0,0.0,367.6,3.31,249.0,96420.0
20110506:1800,28.71,26.0,0.0,0.0,0.0,365.0,3.24,251.0,96439.0
20110506:1900,27.56,27.7,0.0,0.0,0.0,364.0,1.86,296.0,96439.0
20110506:2000,26.25,31.05,0.0,0.0,0.0,363.0,1.38,309.0,96439.0
20110506:2100,26.98,30.05,0.0,0.0,0.0,365.0,0.69,311.0,96420.0
20110506:2200,26.59,30.95,0.0,0.0,0.0,368.0,0.55,199.0,96468.0
20110506:2300,23.93,36.9,0.0,0.0,0.0,364.4,1.93,178.0,96468.0
20110507:0000,23.26,39.0,0.0,0.0,0.0,362.4,2.07,177.0,96468.0
20110507:0100,23.16,40.05,159.45,775.45,62.6,359.45,1.86,179.0,96516.0
20110507:0200,26.81,33.0,378.2,807.35,98.7,363.2,1.45,186.0,96574.0
20110507:0300,30.94,27.0,596.2,856.73,122.6,371.6,1.79,200.0,96602.0
20110507:0400,33.49,24.75,780.8,875.83,140.9,382.8,2.14,222.0,96583.0
20110507:0500,35.41,21.9,879.25,829.06,160.0,393.45,2.14,239.0,96574.0
20110507:0600,36.8,18.6,845.4,693.79,183.35,403.25,1.86,269.0,96535.0
20110507:0700,37.71,15.85,829.55,576.14,262.15,411.45,2.48,282.0,96468.0
20110507:0800,38.29,14.15,848.3,698.31,179.9,418.45,2.34,292.0,96401.0
20110507:0900,38.85,13.1,799.85,756.08,139.65,412.25,2.41,294.0,96296.0
20110507:1000,39.15,12.35,612.4,660.78,124.35,402.85,2.55,294.0,96171.0
20110507:1100,39.04,11.95,393.75,518.88,101.85,401.25,2.76,294.0,96094.0
20110507:1200,38.57,11.8,173.75,302.45,65.75,396.65,2.83,295.0,96084.0
20110507:1300,37.28,12.9,19.7,48.47,13.1,390.45,1.86,294.0,96065.0
20110507:1400,35.11,14.95,0.0,0.0,0.0,382.8,1.86,288.0,96094.0
20110507:1500,32.86,17.25,0.0,0.0,0.0,377.6,1.52,290.0,96132.0
20110507:1600,30.96,19.65,0.0,0.0,0.0,374.0,0.97,273.0,96161.0
20110507:1700,28.85,22.65,0.0,0.0,0.0,373.6,1.52,203.0,96219.0
20110507:1800,27.57,25.35,0.0,0.0,0.0,371.8,2.28,195.0,96238.0
20110507:1900,27.16,27.7,0.0,0.0,0.0,379.4,1.38,201.0,96228.0
20110507:2000,28.09,26.65,0.0,0.0,0.0,372.4,0.41,179.0,96219.0
20110507:2100,26.52,29.65,0.0,0.0,0.0,374.4,0.97,60.0,96180.0
20110507:2200,24.74,33.35,0.0,0.0,0.0,368.2,1.59,77.0,96152.0
20110507:2300,24.01,35.0,0.0,0.0,0.0,367.4,1.86,113.0,96171.0
20110508:0000,23.83,35.8,0.0,0.0,0.0,363.4,2.28,152.0,96171.0
20110508:0100,24.28,36.5,163.9,777.08,65.05,361.25,2.41,174.0,96228.0
20110508:0200,27.82,32.2,385.05,821.14,99.15,359.2,2.48,191.0,96238.0
20110508:0300,31.91,27.1,603.95,867.43,123.0,367.8,3.38,205.0,96305.0
20110508:0400,34.9,22.0,790.2,889.03,139.45,379.0,3.52,216.0,96296.0
20110508:0500,37.47,17.5,925.65,892.41,150.45,390.8,3.45,226.0,96286.0
20110508:0600,39.17,13.75,969.6,843.61,163.8,400.85,3.31,252.0,96257.0
20110508:0700,40.19,12.05,970.0,819.97,161.8,405.45,4.07,250.0,96190.0
20110508:0800,40.77,11.2,909.9,772.52,169.85,410.45,4.07,252.0,96123.0
20110508:0900,41.09,10.8,766.1,676.56,174.75,410.05,4.0,253.0,96027.0
20110508:1000,41.1,10.7,535.9,519.13,151.95,427.25,4.21,255.0,96017.0
20110508:1100,40.56,11.1,335.05,367.34,127.95,412.05,4.62,253.0,95931.0
20110508:1200,37.72,14.0,136.8,161.47,78.9,419.25,4.97,251.0,95941.0
20110508:1300,36.93,14.2,15.35,22.83,12.2,408.25,3.03,235.0,95979.0
20110508:1400,35.34,15.2,0.0,0.0,0.0,407.65,2.34,223.0,96017.0
20110508:1500,33.86,16.25,0.0,0.0,0.0,393.6,2.76,219.0,96056.0
20110508:1600,32.34,17.4,0.0,0.0,0.0,381.0,3.24,215.0,96104.0
20110508:1700,31.58,18.6,0.0,0.0,0.0,378.6,3.72,215.0,96142.0
20110508:1800,31.14,20.85,0.0,0.0,0.0,377.2,4.14,219.0,96161.0
20110508:1900,30.83,21.15,0.0,0.0,0.0,369.6,4.28,219.0,96104.0
20110508:2000,30.52,22.15,0.0,0.0,0.0,368.0,4.48,222.0,96132.0
20110508:2100,30.21,22.15,0.0,0.0,0.0,367.4,4.83,227.0,96036.0
20110508:2200,29.78,22.75,0.0,0.0,0.0,367.6,4.83,232.0,96065.0
20110508:2300,29.08,25.2,0.0,0.0,0.0,368.2,4.62,234.0,96094.0
20110509:0000,28.36,29.0,0.0,0.0,0.0,366.6,4.83,236.0,96113.0
20110509:0100,27.91,32.95,165.05,778.73,64.25,364.05,4.55,236.0,96200.0
20110509:0200,29.13,32.55,385.25,815.67,99.7,364.0,4.21,236.0,96276.0
20110509:0300,31.2,28.2,605.25,866.48,123.45,368.2,4.62,235.0,96296.0
20110509:0400,33.57,23.3,793.35,890.52,140.35,374.8,4.62,233.0,96324.0
20110509:0500,35.98,18.9,930.15,895.06,151.7,382.4,4.69,234.0,96286.0
20110509:0600,38.16,14.65,1005.65,889.48,155.25,389.6,4.97,240.0,96267.0
20110509:0700,40.24,10.7,1004.8,860.79,155.7,394.85,5.52,246.0,96190.0
20110509:0800,41.21,9.8,936.0,819.1,150.7,399.25,5.52,248.0,96123.0
20110509:0900,41.57,9.45,806.15,763.01,138.6,402.25,5.03,246.0,96017.0
20110509:1000,41.58,9.05,621.25,671.76,123.75,402.25,4.62,242.0,95979.0
20110509:1100,41.27,8.8,404.4,536.11,101.5,399.65,4.48,238.0,95912.0
20110509:1200,40.66,8.35,161.15,234.68,76.65,396.65,4.48,236.0,95912.0
20110509:1300,38.97,9.7,20.6,47.22,14.0,401.85,3.66,225.0,95921.0
20110509:1400,36.24,11.55,0.0,0.0,0.0,391.45,3.72,221.0,95969.0
20110509:1500,34.66,13.35,0.0,0.0,0.0,382.6,4.21,220.0,96008.0
20110509:1600,33.68,16.15,0.0,0.0,0.0,376.8,4.69,220.0,96094.0
20110509:1700,32.9,19.8,0.0,0.0,0.0,376.2,4.97,220.0,96113.0
20110509:1800,32.24,22.75,0.0,0.0,0.0,376.0,4.97,220.0,96132.0
20110509:1900,31.74,24.6,0.0,0.0,0.0,376.4,5.17,226.0,96113.0
20110509:2000,31.28,25.25,0.0,0.0,0.0,375.2,5.03,233.0,96104.0
20110509:2100,30.48,26.95,0.0,0.0,0.0,372.0,4.62,229.0,96065.0
20110509:2200,29.57,31.6,0.0,0.0,0.0,368.0,4.69,223.0,96132.0
20110509:2300,28.67,39.35,0.0,0.0,0.0,367.2,4.83,224.0,96142.0
20110510:0000,27.77,47.0,0.0,0.0,0.0,367.8,4.9,227.0,96219.0
20110510:0100,27.19,52.45,164.15,754.57,64.85,367.85,5.03,228.0,96267.0
